gene_symbol,biofilm_logFC,biofilm_padj,planktonic_logFC,planktonic_padj,biofilm_label,biofilm_abs_logFC,planktonic_abs_logFC,biofilm_significant,planktonic_significant
PA14_43610,0.38,1.0,0.353,0.37,0,0.38,0.353,0,0
selB,0.419,1.0,0.379,0.37,0,0.419,0.379,0,0
rep,-0.378,1.0,-0.318,0.37,0,0.378,0.318,0,0
ppkA,0.815,1.0,-0.493,0.37,0,0.815,0.493,0,0
PA14_19690,1.252,1.0,-0.425,0.37,0,1.252,0.425,0,0
ibpA,-0.355,1.0,-0.55,0.37,0,0.355,0.55,0,0
glmM,0.357,1.0,0.325,0.37,0,0.357,0.325,0,0
PA14_72300,-0.35,1.0,1.844,0.37,0,0.35,1.844,0,0
mmsA,0.448,1.0,0.323,0.38,0,0.448,0.323,0,0
PA14_33350,-0.46,1.0,-0.418,0.38,0,0.46,0.418,0,0
PA14_20530,-0.345,1.0,0.275,0.38,0,0.345,0.275,0,0
PA14_28110,0.859,1.0,-0.441,0.37,0,0.859,0.441,0,0
PA14_36650,-1.05,1.0,0.282,0.38,0,1.05,0.282,0,0
PA14_36660,-0.376,1.0,0.999,0.39,0,0.376,0.999,0,0
PA14_55400,0.326,1.0,-0.399,0.39,0,0.326,0.399,0,0
cysQ,0.387,1.0,-0.291,0.39,0,0.387,0.291,0,0
PA14_69820,-0.491,1.0,0.339,0.38,0,0.491,0.339,0,0
PA14_01730,0.358,1.0,-0.419,0.38,0,0.358,0.419,0,0
PA14_11790,-0.388,1.0,0.318,0.38,0,0.388,0.318,0,0
PA14_16680,0.332,1.0,0.296,0.39,0,0.332,0.296,0,0
PA14_28740,-0.37,1.0,-0.376,0.39,0,0.37,0.376,0,0
PA14_33320,-0.616,1.0,0.496,0.39,0,0.616,0.496,0,0
fliI,0.387,1.0,-0.274,0.39,0,0.387,0.274,0,0
PA14_54240,0.493,1.0,-0.325,0.39,0,0.493,0.325,0,0
aspA,-0.467,1.0,-0.287,0.39,0,0.467,0.287,0,0
bioC,0.727,1.0,-0.43,0.39,0,0.727,0.43,0,0
ydjA,0.64,1.0,0.356,0.39,0,0.64,0.356,0,0
acpP,-0.356,1.0,-0.326,0.39,0,0.356,0.326,0,0
PA14_28895,0.788,1.0,-0.353,0.41,0,0.788,0.353,0,0
PA14_30680,-0.552,1.0,-0.286,0.4,0,0.552,0.286,0,0
PA14_24210,0.371,1.0,-0.464,0.41,0,0.371,0.464,0,0
tnpS,-0.326,1.0,-0.801,0.41,0,0.326,0.801,0,0
PA14_44620,-0.325,1.0,-0.442,0.41,0,0.325,0.442,0,0
PA14_45870,0.383,1.0,-0.727,0.42,0,0.383,0.727,0,0
PA14_46260,0.401,1.0,1.357,0.41,0,0.401,1.357,0,0
PA14_52480,-0.392,1.0,-0.267,0.41,0,0.392,0.267,0,0
aroQ2,0.407,1.0,0.368,0.43,0,0.407,0.368,0,0
cynS,1.395,1.0,0.312,0.43,0,1.395,0.312,0,0
PA14_58240,0.444,1.0,0.761,0.42,0,0.444,0.761,0,0
fdhA,0.389,1.0,0.296,0.42,0,0.389,0.296,0,0
PA14_01230,0.675,1.0,0.36,0.42,0,0.675,0.36,0,0
gpFI,-0.35,1.0,0.267,0.43,0,0.35,0.267,0,0
ampR,-0.49,1.0,-0.514,0.43,0,0.49,0.514,0,0
ribC,0.388,1.0,-0.248,0.43,0,0.388,0.248,0,0
moaE,0.44,1.0,-0.286,0.44,0,0.44,0.286,0,0
wrbA,-0.434,1.0,-0.273,0.45,0,0.434,0.273,0,0
PA14_28130,-0.402,1.0,-0.354,0.45,0,0.402,0.354,0,0
folE2,-0.494,1.0,-0.437,0.46,0,0.494,0.437,0,0
PA14_43870,-0.493,1.0,-0.348,0.46,0,0.493,0.348,0,0
PA14_33780,-0.316,1.0,-0.334,0.46,0,0.316,0.334,0,0
PA14_37490,0.574,1.0,-0.45,0.46,0,0.574,0.45,0,0
rimJ,0.45,1.0,-0.409,0.47,0,0.45,0.409,0,0
cobA,0.447,1.0,-0.325,0.46,0,0.447,0.325,0,0
PA14_49010,-0.729,1.0,-0.419,0.46,0,0.729,0.419,0,0
PA14_29100,0.417,1.0,-0.366,0.47,0,0.417,0.366,0,0
kguD,0.773,1.0,0.269,0.46,0,0.773,0.269,0,0
rcsB,-0.345,1.0,0.416,0.48,0,0.345,0.416,0,0
sndH,-0.391,1.0,-0.332,0.47,0,0.391,0.332,0,0
pssA,-0.326,1.0,0.662,0.47,0,0.326,0.662,0,0
benK,0.453,1.0,0.313,0.47,0,0.453,0.313,0,0
rubB,0.358,1.0,0.253,0.47,0,0.358,0.253,0,0
PA14_14380,-0.54,1.0,-0.419,0.48,0,0.54,0.419,0,0
pvdS,-0.856,1.0,-0.25,0.47,0,0.856,0.25,0,0
kguE,1.161,1.0,0.996,0.48,0,1.161,0.996,0,0
maiA,0.474,1.0,0.479,0.48,0,0.474,0.479,0,0
PA14_54870,-0.327,1.0,-0.243,0.48,0,0.327,0.243,0,0
PA14_63460,-0.618,1.0,0.458,0.48,0,0.618,0.458,0,0
PA14_21780,-0.48,1.0,-0.283,0.48,0,0.48,0.283,0,0
PA14_26150,-0.482,1.0,-0.873,0.48,0,0.482,0.873,0,0
mexT,-0.503,1.0,-0.37,0.48,0,0.503,0.37,0,0
folP,0.359,1.0,-0.373,0.48,0,0.359,0.373,0,0
PA14_01480,0.473,1.0,-0.249,0.48,0,0.473,0.249,0,0
PA14_03340,-0.427,1.0,-0.27,0.49,0,0.427,0.27,0,0
sbp,-0.415,1.0,0.396,0.49,0,0.415,0.396,0,0
PA14_33910,0.442,1.0,-0.342,0.49,0,0.442,0.342,0,0
PA14_36930,-0.383,1.0,-1.013,0.49,0,0.383,1.013,0,0
PA14_14450,-0.492,1.0,-0.283,0.5,0,0.492,0.283,0,0
PA14_21680,-0.327,1.0,-0.458,0.5,0,0.327,0.458,0,0
PA14_32520,0.325,1.0,0.415,0.49,0,0.325,0.415,0,0
tnpT,-0.316,1.0,-0.384,0.5,0,0.316,0.384,0,0
PA14_47060,-0.706,1.0,-0.404,0.5,0,0.706,0.404,0,0
PA14_55631,-0.838,1.0,-0.357,0.5,0,0.838,0.357,0,0
PA14_55930,0.42,1.0,-0.574,0.5,0,0.42,0.574,0,0
PA14_68510,0.503,1.0,0.323,0.51,0,0.503,0.323,0,0
PA14_54050,0.457,1.0,-0.28,0.51,0,0.457,0.28,0,0
ctpL,0.529,1.0,0.334,0.51,0,0.529,0.334,0,0
PA14_71830,0.565,1.0,0.304,0.51,0,0.565,0.304,0,0
cheW,0.549,1.0,-0.384,0.51,0,0.549,0.384,0,0
gpFII,-0.34,1.0,0.335,0.51,0,0.34,0.335,0,0
PA14_12370,-0.348,1.0,-0.392,0.51,0,0.348,0.392,0,0
PA14_36790,-0.382,1.0,0.679,0.51,0,0.382,0.679,0,0
paaH,0.521,1.0,0.829,0.51,0,0.521,0.829,0,0
PA14_72010,-0.341,1.0,-1.632,0.52,0,0.341,1.632,0,0
cca,0.368,1.0,-0.517,0.52,0,0.368,0.517,0,0
PA14_38395,-0.86,1.0,-0.357,0.52,0,0.86,0.357,0,0
nfxB,-0.807,1.0,-0.382,0.52,0,0.807,0.382,0,0
PA14_64400,-0.427,1.0,-0.267,0.52,0,0.427,0.267,0,0
PA14_28000,-0.346,1.0,0.567,0.52,0,0.346,0.567,0,0
msuE,-1.505,1.0,0.816,0.52,0,1.505,0.816,0,0
cysB,-0.385,1.0,-0.373,0.53,0,0.385,0.373,0,0
purD,0.592,1.0,0.253,0.53,0,0.592,0.253,0,0
coaD,-0.375,1.0,0.288,0.53,0,0.375,0.288,0,0
creD,0.404,1.0,0.613,0.54,0,0.404,0.613,0,0
recA,-0.345,1.0,-0.33,0.54,0,0.345,0.33,0,0
PA14_17660,0.586,1.0,0.269,0.55,0,0.586,0.269,0,0
PA14_17730,-0.274,1.0,-0.955,0.55,0,0.274,0.955,0,0
yafL,-0.335,1.0,-0.36,0.56,0,0.335,0.36,0,0
pelA,-0.507,1.0,-0.424,0.56,0,0.507,0.424,0,0
xylX,0.549,1.0,0.323,0.56,0,0.549,0.323,0,0
sdaA,0.378,1.0,0.277,0.56,0,0.378,0.277,0,0
PA14_33940,0.473,1.0,0.31,0.56,0,0.473,0.31,0,0
pvcB,1.46,1.0,-0.295,0.56,0,1.46,0.295,0,0
PA14_36900,-0.48,1.0,0.239,0.56,0,0.48,0.239,0,0
PA14_41340,-0.417,1.0,0.409,0.57,0,0.417,0.409,0,0
nasT,0.728,1.0,-0.421,0.56,0,0.728,0.421,0,0
ccmC,0.36,1.0,0.279,0.56,0,0.36,0.279,0,0
PA14_54080,0.333,1.0,-0.246,0.56,0,0.333,0.246,0,0
PA14_54740,-0.687,1.0,-0.278,0.56,0,0.687,0.278,0,0
pmbA,0.328,1.0,-0.53,0.57,0,0.328,0.53,0,0
radC,0.368,1.0,-0.288,0.56,0,0.368,0.288,0,0
cysT,-0.513,1.0,0.301,0.57,0,0.513,0.301,0,0
spuB,0.321,1.0,0.456,0.57,0,0.321,0.456,0,0
gcdH,0.399,1.0,-0.692,0.57,0,0.399,0.692,0,0
nirQ,0.39,1.0,0.834,0.58,0,0.39,0.834,0,0
PA14_06960,0.426,1.0,0.425,0.58,0,0.426,0.425,0,0
PA14_08650,-0.298,1.0,-0.517,0.58,0,0.298,0.517,0,0
rplJ,-0.304,1.0,0.317,0.59,0,0.304,0.317,0,0
bfrA,-0.406,1.0,-0.368,0.59,0,0.406,0.368,0,0
PA14_12700,-0.542,1.0,-0.622,0.59,0,0.542,0.622,0,0
PA14_16780,0.608,1.0,0.426,0.59,0,0.608,0.426,0,0
fabH2,0.448,1.0,-0.283,0.59,0,0.448,0.283,0,0
alkB,-0.281,1.0,-0.731,0.6,0,0.281,0.731,0,0
PA14_22250,-0.457,1.0,-0.413,0.59,0,0.457,0.413,0,0
PA14_31200,-1.618,1.0,0.521,0.6,0,1.618,0.521,0,0
PA14_33600,-0.541,1.0,0.251,0.6,0,0.541,0.251,0,0
PA14_36030,-0.564,1.0,-0.307,0.6,0,0.564,0.307,0,0
PA14_36740,-0.328,1.0,-0.302,0.6,0,0.328,0.302,0,0
PA14_38020,0.521,1.0,0.252,0.62,0,0.521,0.252,0,0
PA14_38220,-0.335,1.0,0.338,0.62,0,0.335,0.338,0,0
gnyR,-0.53,1.0,-0.329,0.64,0,0.53,0.329,0,0
PA14_40740,0.326,1.0,0.261,0.64,0,0.326,0.261,0,0
PA14_41110,-0.378,1.0,-0.267,0.64,0,0.378,0.267,0,0
PA14_43520,0.459,1.0,0.33,0.64,0,0.459,0.33,0,0
sdhD,-0.602,1.0,0.242,0.64,0,0.602,0.242,0,0
cycH,0.49,1.0,-0.733,0.64,0,0.49,0.733,0,0
PA14_47640,-0.896,1.0,-0.338,0.64,0,0.896,0.338,0,0
cobB,0.542,1.0,0.307,0.65,0,0.542,0.307,0,0
PA14_47920,-0.965,1.0,-0.35,0.65,0,0.965,0.35,0,0
napB,0.425,1.0,0.778,0.65,0,0.425,0.778,0,0
PA14_50940,-0.289,1.0,0.394,0.65,0,0.289,0.394,0,0
PA14_54230,0.466,1.0,-0.405,0.65,0,0.466,0.405,0,0
mucA,-0.296,1.0,-0.396,0.65,0,0.296,0.396,0,0
PA14_54910,0.503,1.0,0.271,0.65,0,0.503,0.271,0,0
PA14_58010,-0.34,1.0,0.359,0.65,0,0.34,0.359,0,0
PA14_59830,-0.352,1.0,-0.42,0.65,0,0.352,0.42,0,0
aspC,0.441,1.0,-0.333,0.65,0,0.441,0.333,0,0
PA14_67210,-0.278,1.0,0.42,0.66,0,0.278,0.42,0,0
PA14_69050,0.402,1.0,-0.378,0.66,0,0.402,0.378,0,0
wbpW,0.33,1.0,-0.518,0.66,0,0.33,0.518,0,0
engB,-0.507,1.0,1.083,0.66,0,0.507,1.083,0,0
atpI,-0.302,1.0,0.215,0.66,0,0.302,0.215,0,0
clpB,0.377,1.0,-0.254,0.66,0,0.377,0.254,0,0
PA14_01410,0.349,1.0,-0.418,0.66,0,0.349,0.418,0,0
PA14_01990,-0.598,1.0,-0.228,0.66,0,0.598,0.228,0,0
PA14_03520,0.397,1.0,-0.527,0.66,0,0.397,0.527,0,0
PA14_04530,0.342,1.0,0.296,0.67,0,0.342,0.296,0,0
folA,0.56,1.0,-0.257,0.67,0,0.56,0.257,0,0
PA14_07450,-0.299,1.0,-0.396,0.67,0,0.299,0.396,0,0
PA14_08450,-0.352,1.0,-0.362,0.67,0,0.352,0.362,0,0
yafB,-0.819,1.0,-0.93,0.67,0,0.819,0.93,0,0
PA14_11630,-0.481,1.0,0.202,0.67,0,0.481,0.202,0,0
moeA1,1.237,1.0,0.353,0.67,0,1.237,0.353,0,0
PA14_14200,0.35,1.0,0.468,0.67,0,0.35,0.468,0,0
holC,0.483,1.0,-0.388,0.67,0,0.483,0.388,0,0
queA,-0.363,1.0,0.307,0.67,0,0.363,0.307,0,0
wspE,0.397,1.0,-0.542,0.68,0,0.397,0.542,0,0
ahpC,-0.635,1.0,-2.058,0.68,0,0.635,2.058,0,0
PA14_19990,-0.403,1.0,1.46,0.67,0,0.403,1.46,0,0
flgN,-0.359,1.0,0.313,0.68,0,0.359,0.313,0,0
PA14_22960,0.39,1.0,-0.541,0.68,0,0.39,0.541,0,0
tyrB,-0.318,1.0,1.329,0.68,0,0.318,1.329,0,0
PA14_24570,-0.412,1.0,0.22,0.68,0,0.412,0.22,0,0
PA14_26000,0.417,1.0,-5.621,0.68,0,0.417,5.621,0,0
PA14_26620,-0.329,1.0,-0.335,0.68,0,0.329,0.335,0,0
clpA,0.302,1.0,-0.464,0.68,0,0.302,0.464,0,0
yqjG,0.366,1.0,-0.36,0.68,0,0.366,0.36,0,0
tam,0.382,1.0,-0.493,0.68,0,0.382,0.493,0,0
bkdB,-0.835,1.0,-0.313,0.68,0,0.835,0.313,0,0
PA14_38290,-0.494,1.0,0.316,0.68,0,0.494,0.316,0,0
PA14_38340,0.302,1.0,-0.501,0.68,0,0.302,0.501,0,0
PA14_41950,-0.462,1.0,-0.247,0.68,0,0.462,0.247,0,0
kdpC,2.199,1.0,-0.216,0.69,0,2.199,0.216,0,0
PA14_44080,-0.328,1.0,-0.536,0.69,0,0.328,0.536,0,0
PA14_44800,-0.406,1.0,0.472,0.69,0,0.406,0.472,0,0
PA14_45190,0.43,1.0,0.328,0.69,0,0.43,0.328,0,0
motC,0.378,1.0,-0.244,0.69,0,0.378,0.244,0,0
lasI,-0.869,1.0,0.207,0.69,0,0.869,0.207,0,0
PA14_47270,0.355,1.0,0.404,0.69,0,0.355,0.404,0,0
PA14_48560,-0.575,1.0,-0.269,0.69,0,0.575,0.269,0,0
PA14_49030,-0.403,1.0,-0.216,0.69,0,0.403,0.216,0,0
PA14_49940,-0.305,1.0,-0.323,0.69,0,0.305,0.323,0,0
PA14_50300,0.354,1.0,-0.464,0.69,0,0.354,0.464,0,0
PA14_53820,-0.546,1.0,0.319,0.69,0,0.546,0.319,0,0
PA14_55850,0.853,1.0,-0.277,0.69,0,0.853,0.277,0,0
PA14_56570,0.912,1.0,-0.373,0.7,0,0.912,0.373,0,0
PA14_59200,-0.293,1.0,0.247,0.7,0,0.293,0.247,0,0
PA14_59550,-0.282,1.0,-0.409,0.69,0,0.282,0.409,0,0
PA14_61110,0.502,1.0,-0.344,0.7,0,0.502,0.344,0,0
cbrB,0.316,1.0,-0.421,0.7,0,0.316,0.421,0,0
PA14_64430,-0.71,1.0,0.249,0.7,0,0.71,0.249,0,0
vanR,0.4,1.0,0.34,0.71,0,0.4,0.34,0,0
PA14_65670,-0.335,1.0,-0.212,0.71,0,0.335,0.212,0,0
PA14_68450,-0.374,1.0,0.233,0.71,0,0.374,0.233,0,0
envZ,0.351,1.0,0.309,0.71,0,0.351,0.309,0,0
PA14_71190,2.873,1.0,-0.52,0.73,0,2.873,0.52,0,0
atpE,-0.526,1.0,-0.291,0.73,0,0.526,0.291,0,0
P6,-0.408,1.0,-0.285,0.73,0,0.408,0.285,0,0
PA14_00925,1.282,1.0,-0.39,0.73,0,1.282,0.39,0,0
PA14_01670,0.483,1.0,-0.344,0.73,0,0.483,0.344,0,0
pcaF,0.476,1.0,0.226,0.74,0,0.476,0.226,0,0
PA14_03310,-0.369,1.0,-0.362,0.74,0,0.369,0.362,0,0
PA14_03710,-0.313,1.0,0.317,0.74,0,0.313,0.317,0,0
yqgF,0.337,1.0,-0.384,0.74,0,0.337,0.384,0,0
mexB,0.314,1.0,-0.995,0.74,0,0.314,0.995,0,0
PA14_09630,0.315,1.0,-0.302,0.75,0,0.315,0.302,0,0
PA14_09760,-0.795,1.0,-1.156,0.75,0,0.795,1.156,0,0
PA14_12570,-0.338,1.0,-0.731,0.75,0,0.338,0.731,0,0
PA14_16630,-0.395,1.0,0.355,0.75,0,0.395,0.355,0,0
PA14_21920,-0.618,1.0,-0.245,0.75,0,0.618,0.245,0,0
PA14_22310,-0.582,1.0,0.634,0.75,0,0.582,0.634,0,0
PA14_22480,-0.496,1.0,0.716,0.75,0,0.496,0.716,0,0
PA14_22660,0.36,1.0,0.507,0.76,0,0.36,0.507,0,0
yrbF,0.438,1.0,0.248,0.75,0,0.438,0.248,0,0
cmk,0.414,1.0,0.736,0.76,0,0.414,0.736,0,0
gltX,-0.329,1.0,0.343,0.76,0,0.329,0.343,0,0
PA14_24960,0.372,1.0,0.299,0.76,0,0.372,0.299,0,0
PA14_25420,-0.351,1.0,0.293,0.77,0,0.351,0.293,0,0
plsX,-0.365,1.0,-0.366,0.77,0,0.365,0.366,0,0
PA14_28220,-0.332,1.0,-0.339,0.76,0,0.332,0.339,0,0
PA14_28940,-0.433,1.0,0.868,0.77,0,0.433,0.868,0,0
PA14_30490,0.687,1.0,0.409,0.77,0,0.687,0.409,0,0
pslJ,0.479,1.0,0.227,0.77,0,0.479,0.227,0,0
PA14_35880,0.356,1.0,-0.24,0.78,0,0.356,0.24,0,0
PA14_36760,-0.451,1.0,0.257,0.78,0,0.451,0.257,0,0
PA14_40270,-0.895,1.0,0.243,0.78,0,0.895,0.243,0,0
PA14_41030,0.318,1.0,-0.299,0.78,0,0.318,0.299,0,0
PA14_41860,-0.286,1.0,0.237,0.78,0,0.286,0.237,0,0
PA14_42160,-0.324,1.0,-0.479,0.79,0,0.324,0.479,0,0
ygfU,-0.336,1.0,0.214,0.79,0,0.336,0.214,0,0
PA14_46360,-0.34,1.0,-0.546,0.79,0,0.34,0.546,0,0
pirA,-0.314,1.0,0.496,0.79,0,0.314,0.496,0,0
PA14_52500,-0.429,1.0,-0.626,0.81,0,0.429,0.626,0,0
acsA,-0.274,1.0,-0.359,0.81,0,0.274,0.359,0,0
prpD,-0.289,1.0,0.544,0.81,0,0.289,0.544,0,0
ung,-0.339,1.0,0.638,0.81,0,0.339,0.638,0,0
PA14_55117,-0.438,1.0,-0.221,0.8,0,0.438,0.221,0,0
PA14_56700,0.377,1.0,0.302,0.81,0,0.377,0.302,0,0
PA14_57570,-0.327,1.0,0.793,0.81,0,0.327,0.793,0,0
PA14_58380,-0.315,1.0,0.276,0.81,0,0.315,0.276,0,0
piuC,-0.308,1.0,-0.268,0.81,0,0.308,0.268,0,0
PA14_59400,-0.311,1.0,0.234,0.81,0,0.311,0.234,0,0
PA14_60130,-0.31,1.0,0.25,0.81,0,0.31,0.25,0,0
PA14_63210,0.299,1.0,-0.296,0.81,0,0.299,0.296,0,0
ycgO,-0.664,1.0,-0.231,0.81,0,0.664,0.231,0,0
PA14_68480,-0.348,1.0,0.303,0.81,0,0.348,0.303,0,0
phoB,-0.321,1.0,-0.24,0.81,0,0.321,0.24,0,0
PA14_71450,-0.468,1.0,-0.486,0.81,0,0.468,0.486,0,0
PA14_72930,0.317,1.0,-0.202,0.81,0,0.317,0.202,0,0
PA14_73000,0.449,1.0,1.635,0.81,0,0.449,1.635,0,0
PA14_73150,-0.304,1.0,-0.414,0.81,0,0.304,0.414,0,0
PrrB_RsmZ,0.632,1.0,-0.362,0.81,0,0.632,0.362,0,0
tRNA,0.476,1.0,0.257,0.81,0,0.476,0.257,0,0
PA14_00420,0.764,1.0,-0.266,0.81,0,0.764,0.266,0,0
chpA,0.29,1.0,0.357,0.82,0,0.29,0.357,0,0
yceI,0.474,1.0,0.25,0.82,0,0.474,0.25,0,0
PA14_08670,-0.297,1.0,0.229,0.82,0,0.297,0.229,0,0
cupB3,0.414,1.0,-0.252,0.82,0,0.414,0.252,0,0
nhaP,-0.43,1.0,-0.559,0.82,0,0.43,0.559,0,0
PA14_13660,-0.955,1.0,0.803,0.82,0,0.955,0.803,0,0
PA14_14270,0.316,1.0,-0.582,0.82,0,0.316,0.582,0,0
PA14_15150,0.33,1.0,0.317,0.82,0,0.33,0.317,0,0
fadD1,-0.268,1.0,0.238,0.82,0,0.268,0.238,0,0
PA14_22110,-0.591,1.0,-1.284,0.82,0,0.591,1.284,0,0
xcpY,0.519,1.0,-0.316,0.82,0,0.519,0.316,0,0
PA14_27600,-0.429,1.0,-0.282,0.82,0,0.429,0.282,0,0
PA14_28910,0.759,1.0,0.449,0.82,0,0.759,0.449,0,0
PA14_30380,-0.449,1.0,-1.284,0.82,0,0.449,1.284,0,0
PA14_33580,-0.642,1.0,-0.24,0.82,0,0.642,0.24,0,0
bkdA2,-1.065,1.0,-0.305,0.82,0,1.065,0.305,0,0
PA14_36460,-0.332,1.0,0.477,0.83,0,0.332,0.477,0,0
ydgF,-0.863,1.0,-0.184,0.82,0,0.863,0.184,0,0
PA14_47580,0.37,1.0,1.75,0.82,0,0.37,1.75,0,0
napc,0.329,1.0,0.34,0.83,0,0.329,0.34,0,0
pqsB,0.412,1.0,1.749,0.83,0,0.412,1.749,0,0
PA14_55790,0.311,1.0,0.379,0.83,0,0.311,0.379,0,0
ptsN,-0.417,1.0,0.212,0.83,0,0.417,0.212,0,0
PA14_58290,-0.299,1.0,0.213,0.83,0,0.299,0.213,0,0
PA14_59630,-0.27,1.0,-0.239,0.83,0,0.27,0.239,0,0
rpmA,-0.277,1.0,0.388,0.83,0,0.277,0.388,0,0
panB,-0.319,1.0,0.547,0.83,0,0.319,0.547,0,0
PA14_62670,0.35,1.0,-0.269,0.83,0,0.35,0.269,0,0
PA14_63450,-0.303,1.0,0.445,0.83,0,0.303,0.445,0,0
yhdG,0.295,1.0,-0.317,0.83,0,0.295,0.317,0,0
ompH,-0.316,1.0,-0.183,0.83,0,0.316,0.183,0,0
PA14_66090,-0.303,1.0,-1.18,0.83,0,0.303,1.18,0,0
PA14_68460,-0.631,1.0,-0.255,0.83,0,0.631,0.255,0,0
PA14_69350,0.305,1.0,-0.626,0.83,0,0.305,0.626,0,0
PA14_72130,0.309,1.0,0.364,0.83,0,0.309,0.364,0,0
P10,-0.693,1.0,-0.364,0.83,0,0.693,0.364,0,0
PA14_01190,0.664,1.0,0.936,0.83,0,0.664,0.936,0,0
PA14_03380,-0.281,1.0,0.206,0.84,0,0.281,0.206,0,0
oprE,-0.387,1.0,-0.264,0.84,0,0.387,0.264,0,0
PA14_09570,-0.433,1.0,-0.237,0.84,0,0.433,0.237,0,0
PA14_11230,1.06,1.0,-0.243,0.84,0,1.06,0.243,0,0
cioB,0.288,1.0,-0.73,0.84,0,0.288,0.73,0,0
PA14_13060,-0.683,1.0,-0.25,0.84,0,0.683,0.25,0,0
PA14_15090,0.36,1.0,0.209,0.84,0,0.36,0.209,0,0
fruK,0.732,1.0,0.225,0.84,0,0.732,0.225,0,0
PA14_23950,0.34,1.0,-0.236,0.84,0,0.34,0.236,0,0
xcpW,0.418,1.0,-1.319,0.84,0,0.418,1.319,0,0
pelB,0.524,1.0,-0.288,0.85,0,0.524,0.288,0,0
pelF,-0.564,1.0,-0.299,0.85,0,0.564,0.299,0,0
PA14_24590,-0.297,1.0,0.483,0.85,0,0.297,0.483,0,0
PA14_27360,-0.918,1.0,-0.394,0.85,0,0.918,0.394,0,0
PA14_28050,0.274,1.0,0.256,0.85,0,0.274,0.256,0,0
PA14_28510,-0.759,1.0,0.262,0.87,0,0.759,0.262,0,0
ptpS,-0.616,1.0,-0.214,0.87,0,0.616,0.214,0,0
PA14_31190,0.591,1.0,-0.522,0.86,0,0.591,0.522,0,0
PA14_34550,-1.618,1.0,0.247,0.86,0,1.618,0.247,0,0
pvcD,0.804,1.0,-0.39,0.86,0,0.804,0.39,0,0
cynR,0.526,1.0,0.257,0.86,0,0.526,0.257,0,0
PA14_38190,-0.375,1.0,-0.222,0.86,0,0.375,0.222,0,0
gor,0.36,1.0,-0.499,0.86,0,0.36,0.499,0,0
PA14_39140,0.306,1.0,-0.318,0.86,0,0.306,0.318,0,0
PA14_39540,0.308,1.0,0.284,0.88,0,0.308,0.284,0,0
PA14_40560,-1.148,1.0,0.283,0.86,0,1.148,0.283,0,0
nirB,-0.385,1.0,-0.269,0.88,0,0.385,0.269,0,0
popB,0.379,1.0,0.301,0.86,0,0.379,0.301,0,0
PA14_43840,0.332,1.0,0.228,0.88,0,0.332,0.228,0,0
rsaL,-0.322,1.0,-0.241,0.86,0,0.322,0.241,0,0
PA14_46660,-0.526,1.0,-0.32,0.87,0,0.526,0.32,0,0
PA14_47350,-0.298,1.0,1.131,0.89,0,0.298,1.131,0,0
PA14_50640,0.479,1.0,-0.572,0.9,0,0.479,0.572,0,0
PA14_52560,-0.264,1.0,-1.846,0.91,0,0.264,1.846,0,0
PA14_53900,0.361,1.0,0.234,0.89,0,0.361,0.234,0,0
PA14_54010,0.381,1.0,-0.213,0.9,0,0.381,0.213,0,0
PA14_54810,-0.419,1.0,0.398,0.91,0,0.419,0.398,0,0
PA14_55800,-0.31,1.0,0.278,0.88,0,0.31,0.278,0,0
PA14_58090,0.281,1.0,0.267,0.89,0,0.281,0.267,0,0
gatC,-0.582,1.0,0.257,0.92,0,0.582,0.257,0,0
piuA,-0.334,1.0,0.211,0.89,0,0.334,0.211,0,0
PA14_59470,0.334,1.0,-0.369,0.91,0,0.334,0.369,0,0
PA14_59690,-0.379,1.0,0.218,0.89,0,0.379,0.218,0,0
PA14_61150,-0.3,1.0,-0.196,0.88,0,0.3,0.196,0,0
csuC,0.532,1.0,-0.226,0.88,0,0.532,0.226,0,0
pnp,-0.274,1.0,-0.232,0.89,0,0.274,0.232,0,0
PA14_65810,0.466,1.0,0.302,0.89,0,0.466,0.302,0,0
PA14_66690,0.279,1.0,-0.945,0.89,0,0.279,0.945,0,0
PA14_68110,-0.769,1.0,1.551,0.89,0,0.769,1.551,0,0
rmlC,0.364,1.0,0.263,0.91,0,0.364,0.263,0,0
arcA,-0.337,1.0,1.031,0.9,0,0.337,1.031,0,0
PA14_72260,-0.334,1.0,0.741,0.88,0,0.334,0.741,0,0
pyrQ,0.348,1.0,-0.277,0.89,0,0.348,0.277,0,0
5S_rRNA,-1.894,1.0,-0.208,0.91,0,1.894,0.208,0,0
P18,-1.063,1.0,-0.209,0.89,0,1.063,0.209,0,0
plcB,-0.287,1.0,0.413,0.89,0,0.287,0.413,0,0
PA14_00470,-0.29,1.0,0.238,0.9,0,0.29,0.238,0,0
PA14_04250,-1.015,1.0,1.135,0.9,0,1.015,1.135,0,0
PA14_04710,-0.479,1.0,-0.371,0.89,0,0.479,0.371,0,0
amaB,0.436,1.0,-0.225,0.92,0,0.436,0.225,0,0
PA14_07140,0.431,1.0,-0.415,0.89,0,0.431,0.415,0,0
PA14_08260,-0.29,1.0,0.203,0.88,0,0.29,0.203,0,0
fepB,-0.636,1.0,0.264,0.92,0,0.636,0.264,0,0
PA14_11130,0.312,1.0,-0.217,0.88,0,0.312,0.217,0,0
PA14_12450,0.3,1.0,0.451,0.91,0,0.3,0.451,0,0
PA14_12550,-0.693,1.0,-0.252,0.89,0,0.693,0.252,0,0
